payment_id,customer_id,amount,payment_method,bank,failure_reason,previous_success_count,previous_failure_count,retry_attempted,retry_delay_minutes,recovered,recovery_time_minutes,treatment_group
P07121,C00574,802.98,card,Axis,insufficient_funds,5,4,0,0,0,,0
P07122,C00667,442.89,card,Other,bank_declined,6,2,0,0,0,,0
P07123,C00284,380.95,netbanking,Other,network_error,4,1,0,0,0,,0
P07124,C01745,382.61,netbanking,Axis,bank_declined,3,2,1,120,1,5.0,1
P07125,C02235,443.9,netbanking,Other,network_error,3,3,0,0,1,97.0,0
P07126,C00498,540.13,card,SBI,limit_exceeded,13,2,1,30,1,100.0,1
P07127,C01466,720.23,card,Axis,limit_exceeded,6,0,0,0,1,47.0,0
P07128,C00130,641.07,upi,HDFC,timeout,3,0,1,30,0,,1
P07129,C00639,364.19,netbanking,HDFC,insufficient_funds,3,1,0,0,1,102.0,0
P07130,C02162,214.4,card,Other,timeout,9,4,1,10,1,40.0,1
P07131,C02061,642.15,wallet,HDFC,bank_declined,2,3,0,0,1,227.0,0
P07132,C02492,402.36,card,HDFC,limit_exceeded,6,3,1,120,1,52.0,1
P07133,C02495,1518.0,card,Axis,network_error,1,0,1,30,0,,1
P07134,C00986,933.08,card,SBI,insufficient_funds,7,2,0,0,1,230.0,0
P07135,C00993,625.55,card,ICICI,bank_declined,3,2,0,0,0,,0
P07136,C02763,290.36,netbanking,HDFC,bank_declined,5,5,0,0,0,,0
P07137,C02122,191.35,upi,Other,bank_declined,4,2,1,30,1,146.0,1
P07138,C02585,493.57,card,ICICI,timeout,9,2,0,0,1,231.0,0
P07139,C00101,545.81,card,HDFC,bank_declined,3,2,1,60,1,68.0,1
P07140,C02224,146.1,upi,SBI,insufficient_funds,5,3,1,60,0,,1
P07141,C00427,686.42,card,HDFC,network_error,5,1,0,0,0,,0
P07142,C00041,510.07,card,Other,bank_declined,3,3,1,120,0,,1
P07143,C00429,75.98,card,SBI,insufficient_funds,6,3,0,0,1,82.0,0
P07144,C00344,270.67,card,Other,bank_declined,5,0,0,0,0,,0
P07145,C00366,283.53,wallet,Other,insufficient_funds,8,0,0,0,1,8.0,0
P07146,C00609,209.75,upi,Other,timeout,6,2,1,60,1,157.0,1
P07147,C02705,646.29,netbanking,Other,limit_exceeded,5,1,1,30,1,92.0,1
P07148,C00728,1722.9,netbanking,Other,network_error,2,2,1,30,1,172.0,1
P07149,C02277,681.64,netbanking,SBI,network_error,7,2,1,10,0,,1
P07150,C00825,767.06,card,Axis,timeout,1,1,0,0,0,,0
P07151,C01376,286.26,upi,SBI,insufficient_funds,2,1,1,120,0,,1
P07152,C00889,704.0,card,Axis,insufficient_funds,3,5,0,0,0,,0
P07153,C02044,433.4,upi,SBI,network_error,3,0,0,0,0,,0
P07154,C01342,493.02,card,Other,timeout,5,6,0,0,1,66.0,0
P07155,C02884,322.94,card,SBI,network_error,4,1,0,0,1,21.0,0
P07156,C01297,163.24,upi,SBI,limit_exceeded,1,2,1,60,0,,1
P07157,C00117,937.97,card,Axis,bank_declined,0,1,0,0,0,,0
P07158,C02866,551.66,netbanking,SBI,network_error,4,2,0,0,0,,0
P07159,C02416,419.73,card,SBI,limit_exceeded,7,4,0,0,1,121.0,0
P07160,C01118,1768.46,upi,HDFC,limit_exceeded,2,1,1,120,1,132.0,1
P07161,C00168,245.32,netbanking,Other,insufficient_funds,2,0,0,0,1,17.0,0
P07162,C01739,771.36,card,Other,bank_declined,3,1,0,0,1,78.0,0
P07163,C01365,2073.8,wallet,HDFC,timeout,4,2,0,0,0,,0
P07164,C02709,660.63,upi,SBI,insufficient_funds,6,4,1,120,0,,1
P07165,C00695,218.75,wallet,ICICI,limit_exceeded,3,3,1,30,1,65.0,1
P07166,C00925,977.38,card,SBI,network_error,0,3,0,0,0,,0
P07167,C00152,336.36,netbanking,Other,insufficient_funds,1,1,0,0,1,66.0,0
P07168,C00586,320.51,card,SBI,bank_declined,4,4,0,0,0,,0
P07169,C00913,261.97,upi,ICICI,bank_declined,2,2,1,120,0,,1
P07170,C02322,1540.5,upi,HDFC,bank_declined,8,1,1,60,1,16.0,1
P07171,C01578,371.11,upi,Other,bank_declined,4,6,0,0,0,,0
P07172,C00496,258.78,card,ICICI,limit_exceeded,5,1,0,0,0,,0
P07173,C02149,1179.4,netbanking,ICICI,bank_declined,3,3,1,10,1,81.0,1
P07174,C00557,162.17,netbanking,ICICI,limit_exceeded,6,1,0,0,1,98.0,0
P07175,C01106,515.41,card,Axis,network_error,4,0,0,0,1,199.0,0
P07176,C01553,306.11,upi,HDFC,limit_exceeded,5,0,1,120,0,,1
P07177,C02121,753.23,upi,Other,insufficient_funds,2,4,1,10,0,,1
P07178,C00157,366.36,upi,HDFC,bank_declined,2,4,1,30,0,,1
P07179,C00735,183.47,card,Axis,network_error,4,2,1,120,1,36.0,1
P07180,C02180,544.95,netbanking,Other,insufficient_funds,2,0,0,0,1,91.0,0
P07181,C01428,357.32,netbanking,SBI,bank_declined,3,3,0,0,1,195.0,0
P07182,C00559,888.34,upi,HDFC,limit_exceeded,6,2,0,0,1,54.0,0
P07183,C02155,516.41,netbanking,Axis,insufficient_funds,6,1,1,10,0,,1
P07184,C02313,2206.19,wallet,SBI,network_error,3,3,1,10,1,186.0,1
P07185,C00155,333.73,wallet,Axis,limit_exceeded,5,3,0,0,0,,0
P07186,C00997,1119.73,upi,Other,network_error,5,2,0,0,0,,0
P07187,C02295,385.61,upi,HDFC,bank_declined,4,4,0,0,0,,0
P07188,C00531,452.71,upi,Axis,network_error,6,2,1,120,1,69.0,1
P07189,C02906,836.6,upi,Other,network_error,3,2,1,60,1,228.0,1
P07190,C01972,254.88,upi,Axis,insufficient_funds,0,1,1,60,0,,1
P07191,C02586,1132.34,netbanking,ICICI,insufficient_funds,5,2,1,120,1,162.0,1
P07192,C00729,800.12,wallet,HDFC,network_error,2,1,0,0,1,166.0,0
P07193,C01178,857.4,card,ICICI,network_error,5,4,0,0,1,41.0,0
P07194,C00154,948.65,card,Axis,bank_declined,1,5,1,120,1,175.0,1
P07195,C00092,738.82,card,SBI,limit_exceeded,3,2,0,0,0,,0
P07196,C02386,793.3,netbanking,Other,network_error,3,4,1,10,0,,1
P07197,C01504,1238.25,upi,SBI,insufficient_funds,4,2,0,0,1,108.0,0
P07198,C01717,494.7,upi,SBI,bank_declined,4,2,1,60,1,72.0,1
P07199,C02498,434.81,upi,ICICI,timeout,2,2,0,0,0,,0
P07200,C02017,691.41,netbanking,Other,network_error,3,4,1,120,1,118.0,1
P07201,C02858,528.5,upi,Axis,insufficient_funds,5,0,1,10,1,112.0,1
P07202,C00787,948.47,upi,Axis,network_error,2,1,1,10,1,205.0,1
P07203,C00273,1818.32,card,Axis,bank_declined,3,1,0,0,0,,0
P07204,C02028,254.15,upi,Axis,bank_declined,4,3,1,60,1,136.0,1
P07205,C02636,527.82,card,ICICI,network_error,4,4,1,30,0,,1
P07206,C00177,234.09,netbanking,Other,network_error,3,3,0,0,0,,0
P07207,C02879,425.24,netbanking,Axis,timeout,3,9,1,120,1,208.0,1
P07208,C00643,444.06,card,HDFC,bank_declined,6,1,1,30,0,,1
P07209,C01899,375.06,card,Axis,timeout,4,0,1,120,1,93.0,1
P07210,C00567,928.23,card,ICICI,insufficient_funds,3,1,0,0,0,,0
P07211,C00666,633.4,card,HDFC,insufficient_funds,6,1,1,120,1,138.0,1
P07212,C01332,323.83,netbanking,SBI,limit_exceeded,3,1,0,0,0,,0
P07213,C02916,929.45,wallet,ICICI,insufficient_funds,3,0,1,60,0,,1
P07214,C01799,454.93,upi,Axis,network_error,7,2,0,0,1,203.0,0
P07215,C01070,339.52,card,Other,limit_exceeded,3,2,0,0,1,168.0,0
P07216,C02350,241.56,upi,Other,limit_exceeded,6,3,0,0,0,,0
P07217,C02916,176.68,netbanking,HDFC,limit_exceeded,1,4,0,0,0,,0
P07218,C02960,355.86,wallet,ICICI,limit_exceeded,4,0,0,0,0,,0
P07219,C00408,513.35,card,HDFC,bank_declined,8,3,0,0,1,177.0,0
P07220,C01213,943.28,upi,HDFC,bank_declined,4,3,1,60,1,30.0,1
P07221,C02870,117.82,upi,Other,insufficient_funds,2,3,1,30,1,41.0,1
P07222,C01854,1816.68,upi,ICICI,insufficient_funds,1,1,1,60,0,,1
P07223,C01153,287.56,upi,Other,network_error,4,1,1,30,0,,1
P07224,C02609,376.22,upi,ICICI,bank_declined,3,1,0,0,0,,0
P07225,C01142,385.81,card,Other,bank_declined,9,1,1,10,1,223.0,1
P07226,C02512,316.72,card,ICICI,network_error,3,2,0,0,0,,0
P07227,C00144,398.13,upi,SBI,insufficient_funds,6,5,0,0,0,,0
P07228,C02490,417.04,netbanking,Other,insufficient_funds,1,3,0,0,1,102.0,0
P07229,C00487,442.97,card,SBI,timeout,1,3,0,0,1,63.0,0
P07230,C00860,1494.7,netbanking,HDFC,timeout,3,2,0,0,1,132.0,0
P07231,C01936,294.59,card,Other,bank_declined,1,2,1,120,0,,1
P07232,C00148,1778.79,upi,HDFC,network_error,2,1,0,0,0,,0
P07233,C01360,721.74,wallet,Other,insufficient_funds,5,0,1,120,1,33.0,1
P07234,C01358,166.2,upi,HDFC,bank_declined,4,3,0,0,1,156.0,0
P07235,C02859,275.37,netbanking,Axis,insufficient_funds,3,0,1,120,1,136.0,1
P07236,C02714,253.32,upi,ICICI,bank_declined,3,2,0,0,1,160.0,0
P07237,C00090,485.11,card,HDFC,insufficient_funds,9,3,0,0,0,,0
P07238,C01358,1241.07,upi,ICICI,bank_declined,2,3,0,0,0,,0
P07239,C00199,871.2,upi,HDFC,network_error,4,0,0,0,1,215.0,0
P07240,C00538,241.75,netbanking,Other,bank_declined,2,1,0,0,1,158.0,0
P07241,C00301,1153.44,upi,ICICI,bank_declined,0,2,0,0,0,,0
P07242,C00724,237.43,netbanking,ICICI,insufficient_funds,2,3,1,120,1,109.0,1
P07243,C01599,263.91,netbanking,SBI,bank_declined,3,4,1,30,0,,1
P07244,C01460,1026.82,netbanking,ICICI,limit_exceeded,5,2,1,30,0,,1
P07245,C00068,1011.82,upi,ICICI,limit_exceeded,4,2,0,0,0,,0
P07246,C02507,871.78,upi,ICICI,bank_declined,5,4,1,60,0,,1
P07247,C01538,499.72,netbanking,HDFC,limit_exceeded,7,4,1,120,0,,1
P07248,C00398,467.57,card,Axis,bank_declined,3,1,0,0,0,,0
P07249,C00620,217.1,card,ICICI,network_error,5,1,0,0,1,190.0,0
P07250,C01585,488.49,card,Axis,timeout,3,1,1,60,1,94.0,1
P07251,C01164,307.54,card,ICICI,bank_declined,7,2,1,30,1,35.0,1
P07252,C00730,434.92,upi,Other,insufficient_funds,4,0,0,0,1,60.0,0
P07253,C00556,2456.46,wallet,Axis,bank_declined,2,1,1,30,0,,1
P07254,C01953,617.95,card,SBI,timeout,4,1,1,10,0,,1
P07255,C02829,226.77,netbanking,ICICI,limit_exceeded,2,2,0,0,0,,0
P07256,C01752,1176.45,upi,Other,insufficient_funds,5,1,1,60,0,,1
P07257,C02942,1261.38,upi,Axis,network_error,5,3,0,0,0,,0
P07258,C02658,1344.99,netbanking,Other,insufficient_funds,5,1,0,0,1,16.0,0
P07259,C02796,352.96,netbanking,SBI,limit_exceeded,6,6,1,30,1,121.0,1
P07260,C02330,455.81,card,SBI,limit_exceeded,7,4,0,0,1,118.0,0
P07261,C02709,203.74,card,SBI,timeout,6,1,1,10,0,,1
P07262,C02972,1467.79,wallet,SBI,timeout,1,3,0,0,0,,0
P07263,C00996,537.48,card,Other,network_error,3,2,0,0,1,65.0,0
P07264,C01960,188.81,card,Axis,insufficient_funds,6,0,1,30,0,,1
P07265,C01602,1568.06,upi,SBI,limit_exceeded,5,0,1,120,1,128.0,1
P07266,C02794,306.44,netbanking,Other,insufficient_funds,7,5,0,0,0,,0
P07267,C01481,373.82,upi,Other,insufficient_funds,4,2,0,0,0,,0
P07268,C02135,236.84,upi,Axis,bank_declined,3,2,0,0,1,164.0,0
P07269,C01103,211.69,upi,Other,bank_declined,7,3,0,0,0,,0
P07270,C02839,647.24,netbanking,HDFC,insufficient_funds,4,0,1,60,0,,1
P07271,C02352,302.6,card,Axis,timeout,7,1,0,0,1,239.0,0
P07272,C01404,169.44,card,Other,insufficient_funds,3,3,0,0,0,,0
P07273,C02178,986.01,card,ICICI,network_error,3,0,0,0,1,192.0,0
P07274,C02644,700.79,card,ICICI,bank_declined,3,3,0,0,0,,0
P07275,C01300,1722.42,card,SBI,timeout,7,6,0,0,0,,0
P07276,C01723,379.6,netbanking,Axis,bank_declined,0,2,1,60,0,,1
P07277,C02606,506.76,netbanking,Other,timeout,5,4,0,0,1,42.0,0
P07278,C00899,571.41,netbanking,Other,bank_declined,4,0,1,120,1,183.0,1
P07279,C01207,543.31,card,HDFC,network_error,4,4,1,10,0,,1
P07280,C01536,587.46,upi,HDFC,bank_declined,7,2,0,0,0,,0
P07281,C00078,393.61,upi,SBI,bank_declined,0,4,1,10,1,20.0,1
P07282,C02832,139.55,netbanking,Axis,insufficient_funds,2,1,0,0,1,114.0,0
P07283,C02722,602.81,wallet,SBI,bank_declined,4,3,0,0,0,,0
P07284,C01533,736.98,netbanking,HDFC,insufficient_funds,4,1,1,120,1,40.0,1
P07285,C00238,389.36,upi,HDFC,insufficient_funds,3,0,1,10,1,180.0,1
P07286,C01158,2808.27,upi,Axis,network_error,5,1,0,0,0,,0
P07287,C01997,352.83,netbanking,SBI,network_error,6,4,0,0,0,,0
P07288,C01216,318.04,card,HDFC,network_error,3,0,1,60,0,,1
P07289,C00278,672.26,card,Other,network_error,4,2,1,30,1,62.0,1
P07290,C00524,580.86,card,ICICI,insufficient_funds,5,2,1,60,0,,1
P07291,C00180,163.73,netbanking,HDFC,insufficient_funds,7,5,1,60,0,,1
P07292,C00123,860.66,card,SBI,network_error,6,1,0,0,1,26.0,0
P07293,C01270,358.01,card,HDFC,bank_declined,7,1,0,0,1,60.0,0
P07294,C01758,1172.54,card,Other,bank_declined,1,4,0,0,0,,0
P07295,C01095,651.86,upi,ICICI,limit_exceeded,4,2,1,120,0,,1
P07296,C00480,418.0,upi,ICICI,insufficient_funds,1,5,1,10,0,,1
P07297,C01798,1202.83,netbanking,Other,limit_exceeded,2,5,1,120,0,,1
P07298,C02132,335.57,upi,SBI,limit_exceeded,4,2,1,10,0,,1
P07299,C02613,193.48,wallet,Other,limit_exceeded,4,0,0,0,1,54.0,0
P07300,C02667,189.8,card,Other,network_error,5,0,0,0,1,131.0,0
P07301,C02405,583.99,upi,Axis,limit_exceeded,1,3,0,0,1,206.0,0
P07302,C00816,1762.11,upi,Axis,limit_exceeded,5,2,0,0,0,,0
P07303,C02695,445.94,card,Axis,bank_declined,2,3,0,0,0,,0
P07304,C00443,838.77,card,ICICI,limit_exceeded,0,3,1,10,1,35.0,1
P07305,C02571,612.77,card,ICICI,limit_exceeded,4,2,1,30,0,,1
P07306,C00143,369.04,netbanking,HDFC,bank_declined,2,1,0,0,1,64.0,0
P07307,C00192,154.42,card,Axis,bank_declined,5,2,0,0,0,,0
P07308,C01411,553.63,card,SBI,network_error,3,2,0,0,0,,0
P07309,C00378,865.32,upi,SBI,bank_declined,4,0,1,10,1,224.0,1
P07310,C02629,677.64,upi,Axis,bank_declined,8,3,1,30,0,,1
P07311,C00535,388.48,card,ICICI,bank_declined,1,1,1,30,1,154.0,1
P07312,C01717,340.31,wallet,Other,bank_declined,3,1,1,30,1,132.0,1
P07313,C01033,316.19,card,ICICI,bank_declined,5,1,1,10,0,,1
P07314,C01411,310.7,card,HDFC,bank_declined,4,1,0,0,1,33.0,0
P07315,C02141,508.52,card,Axis,timeout,3,4,1,30,0,,1
P07316,C01990,441.57,card,ICICI,network_error,4,1,0,0,0,,0
P07317,C02577,702.08,card,Other,bank_declined,5,0,0,0,1,85.0,0
P07318,C01178,249.86,upi,HDFC,insufficient_funds,4,2,1,30,0,,1
P07319,C00405,483.76,netbanking,ICICI,timeout,8,5,1,30,1,220.0,1
P07320,C02888,480.82,upi,Axis,network_error,3,5,0,0,0,,0
P07321,C01173,345.18,card,Other,limit_exceeded,3,3,0,0,0,,0
P07322,C00889,611.06,wallet,ICICI,bank_declined,4,0,0,0,0,,0
P07323,C00422,263.81,card,Axis,insufficient_funds,7,2,1,10,0,,1
P07324,C01642,1135.49,upi,Axis,insufficient_funds,3,1,1,10,0,,1
P07325,C00472,663.03,card,ICICI,insufficient_funds,1,2,1,10,0,,1
P07326,C02941,721.39,upi,ICICI,bank_declined,3,3,0,0,1,15.0,0
P07327,C00547,468.61,upi,ICICI,insufficient_funds,6,1,1,60,1,207.0,1
P07328,C00631,391.46,upi,Other,insufficient_funds,4,0,0,0,0,,0
P07329,C01038,297.25,upi,ICICI,insufficient_funds,2,4,0,0,1,233.0,0
P07330,C02826,275.12,wallet,SBI,timeout,2,5,1,120,0,,1
P07331,C01830,168.97,card,ICICI,timeout,4,3,1,60,1,165.0,1
P07332,C00364,525.84,netbanking,HDFC,insufficient_funds,4,2,0,0,1,153.0,0
P07333,C02167,803.61,card,SBI,limit_exceeded,4,2,1,30,1,75.0,1
P07334,C00546,209.51,upi,HDFC,insufficient_funds,2,2,1,30,0,,1
P07335,C02570,1243.82,card,HDFC,insufficient_funds,4,1,1,60,0,,1
P07336,C00634,163.88,wallet,Axis,insufficient_funds,3,2,0,0,1,44.0,0
P07337,C01937,896.11,netbanking,Other,insufficient_funds,5,0,0,0,1,91.0,0
P07338,C01681,272.64,upi,SBI,network_error,6,2,0,0,1,38.0,0
P07339,C00963,1048.7,wallet,SBI,insufficient_funds,5,2,0,0,1,148.0,0
P07340,C00883,840.57,netbanking,Axis,network_error,4,3,1,120,1,101.0,1
P07341,C02828,3148.96,wallet,HDFC,bank_declined,3,2,0,0,0,,0
P07342,C00871,318.52,netbanking,Other,insufficient_funds,4,2,0,0,0,,0
P07343,C00516,102.96,card,Other,limit_exceeded,3,1,0,0,1,112.0,0
P07344,C02986,131.15,upi,Axis,insufficient_funds,5,3,1,120,1,103.0,1
P07345,C01421,426.55,wallet,ICICI,limit_exceeded,6,2,0,0,1,188.0,0
P07346,C00866,552.83,card,Other,bank_declined,2,0,0,0,0,,0
P07347,C02154,298.2,netbanking,ICICI,limit_exceeded,7,1,0,0,1,9.0,0
P07348,C01109,635.8,card,Axis,limit_exceeded,5,1,0,0,1,112.0,0
P07349,C00214,920.95,upi,HDFC,timeout,3,2,0,0,0,,0
P07350,C02898,741.62,card,ICICI,limit_exceeded,2,0,1,60,1,159.0,1
P07351,C02245,479.27,card,SBI,timeout,5,1,0,0,0,,0
P07352,C00019,272.56,netbanking,ICICI,network_error,1,3,1,10,0,,1
P07353,C00642,882.24,card,HDFC,timeout,3,0,0,0,1,112.0,0
P07354,C01105,1296.33,card,ICICI,network_error,4,1,0,0,0,,0
P07355,C00330,323.49,upi,Axis,timeout,4,1,0,0,0,,0
P07356,C00866,217.06,wallet,ICICI,limit_exceeded,8,4,1,120,1,123.0,1
P07357,C00774,1105.61,card,SBI,timeout,3,4,0,0,0,,0
P07358,C00392,617.09,card,ICICI,limit_exceeded,3,1,0,0,1,26.0,0
P07359,C00637,608.58,card,Axis,bank_declined,4,3,0,0,0,,0
P07360,C02355,1641.56,card,ICICI,limit_exceeded,5,5,1,10,0,,1
P07361,C02943,140.42,upi,Other,insufficient_funds,3,1,0,0,0,,0
P07362,C02700,424.81,wallet,HDFC,insufficient_funds,2,3,1,30,1,163.0,1
P07363,C02889,641.87,upi,SBI,insufficient_funds,4,1,0,0,0,,0
P07364,C01026,2019.1,card,HDFC,insufficient_funds,6,2,1,30,1,151.0,1
P07365,C02568,476.07,netbanking,SBI,timeout,3,4,0,0,1,44.0,0
P07366,C01675,351.29,card,HDFC,bank_declined,5,2,1,60,1,52.0,1
P07367,C02684,573.47,card,SBI,insufficient_funds,1,0,0,0,0,,0
P07368,C00740,821.92,upi,ICICI,timeout,3,4,0,0,1,37.0,0
P07369,C01546,1135.34,card,HDFC,insufficient_funds,3,1,1,30,0,,1
P07370,C00469,1379.6,upi,SBI,insufficient_funds,1,1,0,0,0,,0
P07371,C02260,129.15,card,ICICI,bank_declined,4,1,1,30,1,111.0,1
P07372,C01136,287.98,wallet,SBI,insufficient_funds,4,3,0,0,0,,0
P07373,C01032,901.86,card,SBI,bank_declined,3,0,1,10,0,,1
P07374,C02852,591.4,upi,Axis,timeout,8,1,1,30,1,216.0,1
P07375,C02525,668.32,card,Axis,bank_declined,3,0,0,0,0,,0
P07376,C00874,318.07,card,HDFC,insufficient_funds,3,0,1,120,1,180.0,1
P07377,C00460,583.16,upi,ICICI,bank_declined,4,1,1,10,1,161.0,1
P07378,C02301,418.94,netbanking,Other,network_error,4,1,1,30,0,,1
P07379,C01550,686.9,upi,SBI,bank_declined,5,1,1,10,1,224.0,1
P07380,C00752,703.46,netbanking,HDFC,insufficient_funds,10,1,0,0,1,187.0,0
P07381,C01462,618.46,card,Axis,timeout,6,0,1,120,1,87.0,1
P07382,C01778,597.35,card,ICICI,insufficient_funds,8,1,1,10,1,36.0,1
P07383,C00854,437.58,card,Axis,limit_exceeded,2,2,0,0,1,23.0,0
P07384,C02284,1498.88,upi,SBI,insufficient_funds,6,4,1,60,1,5.0,1
P07385,C01330,1078.22,netbanking,Axis,network_error,5,2,1,30,1,218.0,1
P07386,C00478,512.24,upi,Axis,insufficient_funds,4,0,1,120,0,,1
P07387,C02727,899.29,upi,ICICI,network_error,3,5,0,0,0,,0
P07388,C02264,2037.46,netbanking,HDFC,insufficient_funds,4,2,1,30,1,215.0,1
P07389,C02903,261.82,upi,SBI,insufficient_funds,2,0,0,0,1,33.0,0
P07390,C00135,302.29,upi,SBI,limit_exceeded,3,5,0,0,0,,0
P07391,C02953,523.32,card,ICICI,bank_declined,3,2,0,0,0,,0
P07392,C01153,613.61,card,HDFC,bank_declined,3,6,0,0,1,231.0,0
P07393,C00410,339.01,netbanking,ICICI,limit_exceeded,4,4,0,0,0,,0
P07394,C01446,807.52,netbanking,ICICI,insufficient_funds,4,0,0,0,0,,0
P07395,C01318,465.36,netbanking,Axis,bank_declined,9,1,1,10,1,136.0,1
P07396,C01270,1058.95,card,HDFC,insufficient_funds,2,3,0,0,1,143.0,0
P07397,C01580,308.76,card,SBI,limit_exceeded,3,1,1,10,0,,1
P07398,C00086,269.99,netbanking,Other,network_error,3,1,0,0,0,,0
P07399,C02604,429.79,wallet,SBI,timeout,3,1,0,0,0,,0
P07400,C01866,443.37,upi,ICICI,insufficient_funds,2,3,1,60,1,27.0,1
P07401,C01470,263.22,card,Other,bank_declined,6,1,1,10,1,159.0,1
P07402,C00378,530.74,card,ICICI,network_error,4,1,1,60,1,71.0,1
P07403,C01681,311.52,netbanking,Other,insufficient_funds,4,2,1,30,1,201.0,1
P07404,C01075,1862.85,card,Axis,network_error,5,2,1,60,1,43.0,1
P07405,C00242,472.63,card,ICICI,limit_exceeded,4,3,0,0,0,,0
P07406,C00920,637.69,upi,Other,limit_exceeded,6,1,1,120,0,,1
P07407,C01587,205.97,card,SBI,bank_declined,7,5,1,120,0,,1
P07408,C02314,724.23,card,Axis,network_error,1,3,1,10,1,238.0,1
P07409,C02760,280.33,card,ICICI,insufficient_funds,8,4,1,120,0,,1
P07410,C01272,934.23,wallet,HDFC,limit_exceeded,2,1,0,0,1,36.0,0
P07411,C00070,167.63,card,Axis,network_error,4,3,1,10,1,206.0,1
P07412,C02105,481.92,wallet,Other,insufficient_funds,4,2,1,30,1,65.0,1
P07413,C01406,1015.35,card,HDFC,timeout,4,3,1,120,0,,1
P07414,C02087,557.21,netbanking,HDFC,bank_declined,4,1,1,60,1,105.0,1
P07415,C02008,446.76,wallet,HDFC,network_error,3,2,0,0,1,125.0,0
P07416,C00801,1256.18,upi,Other,timeout,4,3,1,60,1,49.0,1
P07417,C01042,277.33,netbanking,Axis,bank_declined,2,2,0,0,0,,0
P07418,C02780,217.14,card,HDFC,network_error,7,2,1,10,1,56.0,1
P07419,C00825,237.32,upi,HDFC,insufficient_funds,2,1,0,0,0,,0
P07420,C00756,243.72,upi,Other,insufficient_funds,3,5,0,0,1,47.0,0
P07421,C02400,659.13,netbanking,ICICI,insufficient_funds,4,2,1,120,1,79.0,1
P07422,C01996,399.09,upi,ICICI,network_error,0,5,1,60,1,90.0,1
P07423,C01840,980.89,card,Axis,bank_declined,5,3,0,0,0,,0
P07424,C01322,680.18,card,HDFC,timeout,3,0,0,0,0,,0
P07425,C02331,636.27,netbanking,SBI,timeout,1,2,0,0,0,,0
P07426,C01610,146.14,card,ICICI,timeout,1,2,0,0,0,,0
P07427,C00110,735.63,upi,HDFC,insufficient_funds,2,3,0,0,1,177.0,0
P07428,C01017,1181.6,upi,Axis,network_error,3,1,1,30,0,,1
P07429,C01962,529.76,card,SBI,network_error,0,7,0,0,0,,0
P07430,C02592,250.47,card,ICICI,bank_declined,5,2,1,120,1,128.0,1
P07431,C01770,166.24,netbanking,ICICI,bank_declined,4,1,1,120,0,,1
P07432,C00025,989.48,netbanking,HDFC,timeout,3,0,0,0,1,35.0,0
P07433,C00843,529.26,upi,HDFC,bank_declined,2,2,1,120,1,181.0,1
P07434,C02839,190.25,upi,SBI,insufficient_funds,4,3,0,0,1,102.0,0
P07435,C00738,643.8,upi,Other,network_error,6,2,0,0,1,31.0,0
P07436,C02105,485.31,card,Axis,network_error,1,2,0,0,0,,0
P07437,C00180,1498.91,upi,HDFC,timeout,5,2,1,120,0,,1
P07438,C00232,280.45,wallet,HDFC,insufficient_funds,5,1,1,120,0,,1
P07439,C01918,639.66,card,ICICI,insufficient_funds,4,1,0,0,0,,0
P07440,C00343,1130.49,wallet,SBI,timeout,4,5,0,0,0,,0
P07441,C00477,680.64,wallet,Other,network_error,1,3,0,0,0,,0
P07442,C01823,441.45,card,Other,timeout,2,2,0,0,0,,0
P07443,C02624,389.11,wallet,Axis,bank_declined,4,3,0,0,0,,0
P07444,C00455,396.05,upi,Axis,bank_declined,1,2,0,0,0,,0
P07445,C01256,345.48,upi,HDFC,bank_declined,5,0,1,60,0,,1
P07446,C00289,301.73,card,SBI,network_error,4,5,1,120,1,153.0,1
P07447,C01237,1092.12,upi,ICICI,network_error,4,1,0,0,0,,0
P07448,C02306,1026.73,netbanking,Axis,bank_declined,3,2,1,60,0,,1
P07449,C00530,820.18,card,Other,insufficient_funds,4,3,1,10,0,,1
P07450,C02735,575.42,upi,HDFC,insufficient_funds,5,1,0,0,0,,0
P07451,C02977,562.02,upi,HDFC,insufficient_funds,5,0,1,10,0,,1
P07452,C02277,164.77,card,ICICI,insufficient_funds,4,2,1,60,1,90.0,1
P07453,C00596,802.37,netbanking,SBI,network_error,2,0,0,0,0,,0
P07454,C00435,497.15,wallet,Other,timeout,4,2,1,120,0,,1
P07455,C00882,213.18,upi,HDFC,bank_declined,5,1,0,0,1,129.0,0
P07456,C01782,1026.47,card,HDFC,bank_declined,6,2,0,0,1,91.0,0
P07457,C00402,440.02,wallet,Axis,insufficient_funds,6,1,1,120,1,131.0,1
P07458,C02670,832.79,netbanking,Other,limit_exceeded,4,2,1,10,1,88.0,1
P07459,C02136,670.11,card,ICICI,timeout,8,1,0,0,1,120.0,0
P07460,C02632,261.32,upi,HDFC,bank_declined,5,2,0,0,1,126.0,0
P07461,C01566,830.86,card,Other,insufficient_funds,2,4,0,0,1,92.0,0
P07462,C00309,308.75,card,SBI,timeout,5,3,0,0,0,,0
P07463,C02954,153.71,card,Other,insufficient_funds,3,1,0,0,1,142.0,0
P07464,C00343,828.92,upi,SBI,network_error,1,2,1,60,0,,1
P07465,C00436,566.96,netbanking,SBI,bank_declined,1,3,1,30,0,,1
P07466,C00177,533.06,card,ICICI,limit_exceeded,4,0,0,0,1,185.0,0
